id,employee_id,shift_date,time_in,time_out,work_area,shift_label,decimal_hours,notes
92,11,2024-12-01,11:00:00,14:15:00,Front,Lunch,3.25,
93,11,2024-12-15,11:00:00,14:15:00,Front,Lunch,3.25,
94,11,2024-12-29,11:00:00,14:15:00,Front,Lunch,3.25,
95,11,2025-01-05,11:00:00,14:30:00,Front,Lunch,3.50,
96,11,2025-01-12,11:00:00,14:30:00,Front,Lunch,3.50,
97,11,2025-01-19,11:00:00,14:30:00,Front,Lunch,3.50,
98,11,2025-01-26,11:00:00,14:30:00,Front,Lunch,3.50,
99,11,2025-02-02,11:00:00,14:30:00,Front,Lunch,3.50,
100,11,2025-02-09,11:00:00,14:30:00,Front,Lunch,3.50,
101,11,2025-02-16,11:00:00,14:30:00,Front,Lunch,3.50,
102,11,2025-02-23,11:00:00,14:15:00,Front,Lunch,3.25,
103,11,2025-03-02,11:00:00,14:30:00,Front,Lunch,3.50,
104,11,2025-03-09,11:00:00,14:30:00,Front,Lunch,3.50,
105,11,2025-03-16,11:00:00,14:30:00,Front,Lunch,3.50,
106,11,2025-03-23,11:00:00,14:30:00,Front,Lunch,3.50,
107,11,2025-03-30,11:00:00,14:30:00,Front,Lunch,3.50,
108,11,2025-04-06,11:00:00,15:00:00,Front,Lunch,4.00,
109,11,2025-04-13,11:00:00,15:00:00,Front,Lunch,4.00,
110,11,2025-04-20,11:00:00,14:15:00,Front,Lunch,3.25,
111,5,2023-07-01,10:30:00,15:00:00,Back,Lunch,4.50,
112,5,2023-07-01,17:00:00,20:30:00,Back,Dinner,3.50,
113,5,2023-07-02,10:30:00,14:30:00,Back,Lunch,4.00,
114,5,2023-07-02,17:00:00,20:30:00,Back,Dinner,3.50,
115,5,2023-07-05,10:00:00,14:30:00,Back,Lunch,4.50,
116,5,2023-07-05,17:00:00,21:00:00,Back,Dinner,4.00,
117,5,2023-07-06,10:30:00,14:30:00,Back,Lunch,4.00,
118,5,2023-07-06,17:00:00,21:30:00,Back,Dinner,4.50,
119,5,2023-07-07,10:30:00,14:30:00,Back,Lunch,4.00,
120,5,2023-07-07,17:00:00,21:00:00,Back,Dinner,4.00,
121,5,2023-07-08,10:30:00,15:00:00,Back,Lunch,4.50,
122,5,2023-07-08,17:00:00,20:30:00,Back,Dinner,3.50,
123,5,2023-07-09,10:30:00,14:30:00,Back,Lunch,4.00,
124,5,2023-07-09,17:00:00,20:30:00,Back,Dinner,3.50,
125,5,2023-07-12,10:00:00,14:30:00,Back,Lunch,4.50,
126,5,2023-07-12,17:00:00,21:00:00,Back,Dinner,4.00,
127,5,2023-07-13,10:30:00,14:30:00,Back,Lunch,4.00,
128,5,2023-07-13,17:00:00,21:00:00,Back,Dinner,4.00,
129,5,2023-07-14,10:30:00,14:30:00,Back,Lunch,4.00,
130,5,2023-07-14,17:00:00,21:00:00,Back,Dinner,4.00,
131,5,2023-07-15,10:30:00,15:00:00,Back,Lunch,4.50,
132,5,2023-07-15,17:00:00,21:30:00,Back,Dinner,4.50,
133,5,2023-07-16,10:30:00,15:00:00,Back,Lunch,4.50,
134,5,2023-07-16,17:00:00,21:30:00,Back,Dinner,4.50,
135,5,2023-07-19,10:00:00,14:30:00,Back,Lunch,4.50,
136,5,2023-07-19,17:00:00,21:00:00,Back,Dinner,4.00,
137,5,2023-07-20,10:30:00,15:00:00,Back,Lunch,4.50,
138,5,2023-07-20,17:00:00,21:00:00,Back,Dinner,4.00,
139,5,2023-07-21,10:30:00,15:00:00,Back,Lunch,4.50,
140,5,2023-07-21,17:00:00,21:00:00,Back,Dinner,4.00,
141,5,2023-07-22,10:30:00,14:30:00,Back,Lunch,4.00,
142,5,2023-07-22,17:00:00,21:00:00,Back,Dinner,4.00,
143,5,2023-07-23,10:30:00,14:30:00,Back,Lunch,4.00,
144,5,2023-07-23,17:00:00,20:30:00,Back,Dinner,3.50,
145,5,2023-07-26,10:00:00,14:30:00,Back,Lunch,4.50,
146,5,2023-07-26,17:00:00,21:00:00,Back,Dinner,4.00,
147,5,2023-07-27,10:30:00,15:00:00,Back,Lunch,4.50,
148,5,2023-07-27,17:00:00,20:30:00,Back,Dinner,3.50,
149,5,2023-07-28,10:30:00,14:30:00,Back,Lunch,4.00,
150,5,2023-07-28,17:00:00,20:30:00,Back,Dinner,3.50,
151,5,2023-07-29,10:30:00,14:30:00,Back,Lunch,4.00,
152,5,2023-07-29,17:00:00,20:00:00,Back,Dinner,3.00,
153,5,2023-07-30,10:30:00,14:30:00,Back,Lunch,4.00,
154,5,2023-07-30,17:00:00,20:00:00,Back,Dinner,3.00,
155,5,2023-08-02,10:00:00,14:30:00,Back,Lunch,4.50,
156,5,2023-08-02,17:00:00,20:30:00,Back,Dinner,3.50,
157,5,2023-08-03,10:30:00,14:30:00,Back,Lunch,4.00,
158,5,2023-08-03,17:00:00,20:15:00,Back,Dinner,3.25,
159,5,2023-08-04,10:30:00,14:30:00,Back,Lunch,4.00,
160,5,2023-08-04,17:00:00,20:00:00,Back,Dinner,3.00,
161,5,2023-08-05,10:30:00,14:30:00,Back,Lunch,4.00,
162,5,2023-08-05,17:00:00,20:30:00,Back,Dinner,3.50,
163,5,2023-08-06,10:30:00,14:30:00,Back,Lunch,4.00,
164,5,2023-08-06,17:00:00,20:30:00,Back,Dinner,3.50,
165,5,2023-08-09,10:00:00,14:30:00,Back,Lunch,4.50,
166,5,2023-08-09,17:00:00,20:15:00,Back,Dinner,3.25,
167,5,2023-08-10,10:30:00,14:45:00,Back,Lunch,4.25,
168,5,2023-08-10,17:00:00,20:00:00,Back,Dinner,3.00,
169,5,2023-08-11,10:30:00,14:30:00,Back,Lunch,4.00,
170,5,2023-08-11,17:00:00,20:30:00,Back,Dinner,3.50,
171,5,2023-08-12,10:30:00,15:00:00,Back,Lunch,4.50,
172,5,2023-08-12,17:00:00,20:30:00,Back,Dinner,3.50,
173,5,2023-08-13,10:30:00,14:30:00,Back,Lunch,4.00,
174,5,2023-08-13,17:00:00,20:30:00,Back,Dinner,3.50,
175,5,2023-08-16,10:00:00,14:30:00,Back,Lunch,4.50,
176,5,2023-08-16,17:00:00,20:30:00,Back,Dinner,3.50,
177,5,2023-08-17,10:30:00,14:00:00,Back,Lunch,3.50,
178,5,2023-08-17,17:00:00,20:30:00,Back,Dinner,3.50,
179,5,2023-08-18,10:30:00,14:30:00,Back,Lunch,4.00,
180,5,2023-08-18,17:00:00,20:30:00,Back,Dinner,3.50,
181,5,2023-08-19,10:30:00,14:30:00,Back,Lunch,4.00,
182,5,2023-08-19,17:00:00,20:30:00,Back,Dinner,3.50,
183,5,2023-08-20,10:30:00,14:30:00,Back,Lunch,4.00,
184,5,2023-08-20,17:00:00,20:30:00,Back,Dinner,3.50,
185,5,2023-08-23,10:00:00,14:15:00,Back,Lunch,4.25,
186,5,2023-08-23,17:00:00,20:45:00,Back,Dinner,3.75,
187,5,2023-08-24,10:30:00,14:30:00,Back,Lunch,4.00,
188,5,2023-08-24,17:00:00,20:30:00,Back,Dinner,3.50,
189,5,2023-08-25,10:30:00,14:30:00,Back,Lunch,4.00,
190,5,2023-08-25,17:00:00,20:30:00,Back,Dinner,3.50,
191,5,2023-08-26,10:30:00,14:30:00,Back,Lunch,4.00,
192,5,2023-08-26,17:00:00,21:30:00,Back,Dinner,4.50,
193,5,2023-08-27,10:30:00,15:00:00,Back,Lunch,4.50,
194,5,2023-08-27,16:30:00,21:00:00,Back,Break,4.50,
195,5,2023-08-30,10:00:00,14:30:00,Back,Lunch,4.50,
196,5,2023-08-30,17:00:00,20:30:00,Back,Dinner,3.50,
197,5,2023-08-31,10:30:00,14:30:00,Back,Lunch,4.00,
198,5,2023-08-31,17:00:00,20:30:00,Back,Dinner,3.50,
199,5,2023-09-01,10:30:00,14:30:00,Back,Lunch,4.00,
200,5,2023-09-01,17:00:00,21:00:00,Back,Dinner,4.00,
201,5,2023-09-02,10:30:00,14:30:00,Back,Lunch,4.00,
202,5,2023-09-02,17:00:00,21:00:00,Back,Dinner,4.00,
203,5,2023-09-03,10:30:00,14:30:00,Back,Lunch,4.00,
204,5,2023-09-03,17:00:00,21:00:00,Back,Dinner,4.00,
205,5,2023-09-06,10:00:00,14:30:00,Back,Lunch,4.50,
206,5,2023-09-06,17:00:00,20:30:00,Back,Dinner,3.50,
207,5,2023-09-07,10:30:00,14:30:00,Back,Lunch,4.00,
208,5,2023-09-07,17:00:00,20:30:00,Back,Dinner,3.50,
209,5,2023-09-08,10:30:00,14:15:00,Back,Lunch,3.75,
210,5,2023-09-08,17:00:00,21:00:00,Back,Dinner,4.00,
211,5,2023-09-09,10:30:00,14:30:00,Back,Lunch,4.00,
212,5,2023-09-09,17:00:00,20:45:00,Back,Dinner,3.75,
213,5,2023-09-10,10:30:00,14:30:00,Back,Lunch,4.00,
214,5,2023-09-10,17:00:00,20:45:00,Back,Dinner,3.75,
215,5,2023-09-13,10:30:00,14:30:00,Back,Lunch,4.00,
216,5,2023-09-13,17:00:00,20:30:00,Back,Dinner,3.50,
217,5,2023-09-14,10:30:00,14:00:00,Back,Lunch,3.50,
218,5,2023-09-14,17:00:00,20:30:00,Back,Dinner,3.50,
219,5,2023-09-15,10:30:00,14:30:00,Back,Lunch,4.00,
220,5,2023-09-15,17:00:00,21:30:00,Back,Dinner,4.50,
221,5,2023-09-20,10:00:00,14:15:00,Back,Lunch,4.25,
222,5,2023-09-20,17:00:00,20:45:00,Back,Dinner,3.75,
223,5,2023-09-21,10:30:00,14:45:00,Back,Lunch,4.25,
224,5,2023-09-21,17:00:00,21:00:00,Back,Dinner,4.00,
225,5,2023-09-22,10:30:00,14:30:00,Back,Lunch,4.00,
226,5,2023-09-22,17:00:00,21:00:00,Back,Dinner,4.00,
227,5,2023-09-23,10:30:00,14:30:00,Back,Lunch,4.00,
228,5,2023-09-23,17:45:00,20:45:00,Back,Dinner,3.00,
229,5,2023-09-24,10:30:00,14:30:00,Back,Lunch,4.00,
230,5,2023-09-24,17:00:00,20:30:00,Back,Dinner,3.50,
231,5,2023-09-27,10:00:00,14:30:00,Back,Lunch,4.50,
232,5,2023-09-27,17:00:00,20:30:00,Back,Dinner,3.50,
233,5,2023-09-28,10:30:00,14:30:00,Back,Lunch,4.00,
234,5,2023-09-28,17:30:00,20:30:00,Back,Dinner,3.00,
235,5,2023-09-29,10:30:00,14:30:00,Back,Lunch,4.00,
236,5,2023-09-29,17:00:00,20:45:00,Back,Dinner,3.75,
237,5,2023-09-30,10:30:00,14:45:00,Back,Lunch,4.25,
238,5,2023-09-30,17:00:00,21:00:00,Back,Dinner,4.00,
239,5,2023-10-01,10:30:00,14:30:00,Back,Lunch,4.00,
240,5,2023-10-01,17:45:00,20:45:00,Back,Dinner,3.00,
241,5,2023-10-04,10:00:00,14:30:00,Back,Lunch,4.50,
242,5,2023-10-04,17:30:00,20:30:00,Back,Dinner,3.00,
243,5,2023-10-05,10:30:00,14:30:00,Back,Lunch,4.00,
244,5,2023-10-05,17:00:00,20:45:00,Back,Dinner,3.75,
245,5,2023-10-06,10:30:00,14:00:00,Back,Lunch,3.50,
246,5,2023-10-06,17:00:00,20:30:00,Back,Dinner,3.50,
247,5,2023-10-07,10:30:00,14:15:00,Back,Lunch,3.75,
248,5,2023-10-07,17:00:00,21:00:00,Back,Dinner,4.00,
249,5,2023-10-08,10:30:00,14:45:00,Back,Lunch,4.25,
250,5,2023-10-08,17:00:00,21:00:00,Back,Dinner,4.00,
251,5,2023-10-11,10:00:00,14:30:00,Back,Lunch,4.50,
252,5,2023-10-11,17:00:00,21:00:00,Back,Dinner,4.00,
253,5,2023-10-12,10:30:00,15:00:00,Back,Lunch,4.50,
254,5,2023-10-12,17:00:00,20:30:00,Back,Dinner,3.50,
255,5,2023-10-13,10:30:00,14:30:00,Back,Lunch,4.00,
256,5,2023-10-13,17:00:00,21:00:00,Back,Dinner,4.00,
257,5,2023-10-14,10:30:00,14:45:00,Back,Lunch,4.25,
258,5,2023-10-14,17:00:00,21:00:00,Back,Dinner,4.00,
259,5,2023-10-15,10:30:00,14:30:00,Back,Lunch,4.00,
260,5,2023-10-15,17:00:00,21:00:00,Back,Dinner,4.00,
261,5,2023-10-18,10:00:00,14:30:00,Back,Lunch,4.50,
262,5,2023-10-18,17:00:00,20:30:00,Back,Dinner,3.50,
263,5,2023-10-19,10:30:00,15:00:00,Back,Lunch,4.50,
264,5,2023-10-19,17:00:00,21:30:00,Back,Dinner,4.50,
265,5,2023-10-20,10:30:00,14:45:00,Back,Lunch,4.25,
266,5,2023-10-20,16:30:00,21:00:00,Back,Break,4.50,
267,5,2023-10-21,10:30:00,15:00:00,Back,Lunch,4.50,
268,5,2023-10-21,17:00:00,21:15:00,Back,Dinner,4.25,
269,5,2023-10-22,10:30:00,14:45:00,Back,Lunch,4.25,
270,5,2023-10-22,17:00:00,20:45:00,Back,Dinner,3.75,
271,5,2023-10-25,10:00:00,14:15:00,Back,Lunch,4.25,
272,5,2023-10-25,17:00:00,20:45:00,Back,Dinner,3.75,
273,5,2023-10-26,10:30:00,14:15:00,Back,Lunch,3.75,
274,5,2023-10-26,17:00:00,20:15:00,Back,Dinner,3.25,
275,5,2023-10-27,10:30:00,14:15:00,Back,Lunch,3.75,
276,5,2023-10-28,10:30:00,15:00:00,Back,Lunch,4.50,
277,5,2023-10-28,17:00:00,20:30:00,Back,Dinner,3.50,
278,5,2023-10-29,10:30:00,14:30:00,Back,Lunch,4.00,
279,5,2023-10-29,17:00:00,20:45:00,Back,Dinner,3.75,
280,5,2023-11-01,10:00:00,14:00:00,Back,Lunch,4.00,
281,5,2023-11-01,17:00:00,20:30:00,Back,Dinner,3.50,
282,5,2023-11-02,10:30:00,14:45:00,Back,Lunch,4.25,
283,5,2023-11-02,17:00:00,20:30:00,Back,Dinner,3.50,
284,5,2023-11-03,10:30:00,14:30:00,Back,Lunch,4.00,
285,5,2023-11-03,17:00:00,20:45:00,Back,Dinner,3.75,
286,5,2023-11-04,10:30:00,14:45:00,Back,Lunch,4.25,
287,5,2023-11-04,17:00:00,21:00:00,Back,Dinner,4.00,
288,5,2023-11-05,10:30:00,14:45:00,Back,Lunch,4.25,
289,5,2023-11-05,17:00:00,21:00:00,Back,Dinner,4.00,
290,5,2023-11-08,10:00:00,14:15:00,Back,Lunch,4.25,
291,5,2023-11-08,17:00:00,20:30:00,Back,Dinner,3.50,
292,5,2023-11-09,10:30:00,14:30:00,Back,Lunch,4.00,
293,5,2023-11-09,17:00:00,20:30:00,Back,Dinner,3.50,
294,5,2023-11-10,10:30:00,14:15:00,Back,Lunch,3.75,
295,5,2023-11-10,17:00:00,21:00:00,Back,Dinner,4.00,
296,5,2023-11-11,10:30:00,14:15:00,Back,Lunch,3.75,
297,5,2023-11-11,17:00:00,20:30:00,Back,Dinner,3.50,
298,5,2023-11-12,10:30:00,14:15:00,Back,Lunch,3.75,
299,5,2023-11-12,17:00:00,20:30:00,Back,Dinner,3.50,
300,5,2023-11-15,10:00:00,15:00:00,Back,Lunch,5.00,
301,5,2023-11-15,17:00:00,21:00:00,Back,Dinner,4.00,
302,5,2023-11-16,10:30:00,14:45:00,Back,Lunch,4.25,
303,5,2023-11-16,17:00:00,20:45:00,Back,Dinner,3.75,
304,5,2023-11-17,10:30:00,14:30:00,Back,Lunch,4.00,
305,5,2023-11-17,17:00:00,21:00:00,Back,Dinner,4.00,
306,5,2023-11-18,10:30:00,15:15:00,Back,Lunch,4.75,
307,5,2023-11-18,17:00:00,21:30:00,Back,Dinner,4.50,
308,5,2023-11-19,10:30:00,14:15:00,Back,Lunch,3.75,
309,5,2023-11-19,17:00:00,21:00:00,Back,Dinner,4.00,
310,5,2023-11-20,10:30:00,14:30:00,Back,Lunch,4.00,
311,5,2023-11-22,10:30:00,14:30:00,Back,Lunch,4.00,
312,5,2023-11-22,17:30:00,21:00:00,Back,Dinner,3.50,
313,5,2023-11-24,10:00:00,14:45:00,Back,Lunch,4.75,
314,5,2023-11-24,17:00:00,21:00:00,Back,Dinner,4.00,
315,5,2023-11-25,10:30:00,14:45:00,Back,Lunch,4.25,
316,5,2023-11-25,17:00:00,21:30:00,Back,Dinner,4.50,
317,5,2023-11-26,10:30:00,14:15:00,Back,Lunch,3.75,
318,5,2023-11-26,17:00:00,20:45:00,Back,Dinner,3.75,
319,5,2023-11-29,10:30:00,14:30:00,Back,Lunch,4.00,
320,5,2023-11-29,17:00:00,20:30:00,Back,Dinner,3.50,
321,5,2023-11-30,10:30:00,14:30:00,Back,Lunch,4.00,
322,5,2023-11-30,17:00:00,21:00:00,Back,Dinner,4.00,
323,5,2023-12-01,10:30:00,14:15:00,Back,Lunch,3.75,
324,5,2023-12-01,17:00:00,21:30:00,Back,Dinner,4.50,
325,5,2023-12-02,10:30:00,15:45:00,Back,Lunch,5.25,
326,5,2023-12-02,17:00:00,21:15:00,Back,Dinner,4.25,
327,5,2023-12-03,10:30:00,14:30:00,Back,Lunch,4.00,
328,5,2023-12-03,17:00:00,20:30:00,Back,Dinner,3.50,
329,5,2023-12-06,10:00:00,14:45:00,Back,Lunch,4.75,
330,5,2023-12-06,17:00:00,20:45:00,Back,Dinner,3.75,
331,5,2023-12-07,10:00:00,14:30:00,Back,Lunch,4.50,
332,5,2023-12-07,17:00:00,21:15:00,Back,Dinner,4.25,
333,5,2023-12-08,10:30:00,14:45:00,Back,Lunch,4.25,
334,5,2023-12-08,17:00:00,21:00:00,Back,Dinner,4.00,
335,5,2023-12-09,10:30:00,14:45:00,Back,Lunch,4.25,
336,5,2023-12-09,17:00:00,20:45:00,Back,Dinner,3.75,
337,5,2023-12-10,10:30:00,14:45:00,Back,Lunch,4.25,
338,5,2023-12-10,17:00:00,20:45:00,Back,Dinner,3.75,
339,5,2023-12-13,10:00:00,14:30:00,Back,Lunch,4.50,
340,5,2023-12-13,17:00:00,20:45:00,Back,Dinner,3.75,
341,5,2023-12-14,10:30:00,14:30:00,Back,Lunch,4.00,
342,5,2023-12-14,17:00:00,20:30:00,Back,Dinner,3.50,
343,5,2023-12-15,10:30:00,14:15:00,Back,Lunch,3.75,
344,5,2023-12-15,17:00:00,20:30:00,Back,Dinner,3.50,
345,5,2023-12-16,10:30:00,14:30:00,Back,Lunch,4.00,
346,5,2023-12-16,17:00:00,20:45:00,Back,Dinner,3.75,
347,5,2023-12-17,10:30:00,14:45:00,Back,Lunch,4.25,
348,5,2023-12-17,17:00:00,21:15:00,Back,Dinner,4.25,
349,5,2023-12-20,10:00:00,15:00:00,Back,Lunch,5.00,
350,5,2023-12-20,17:00:00,21:15:00,Back,Dinner,4.25,
351,5,2023-12-21,10:15:00,14:30:00,Back,Lunch,4.25,
352,5,2023-12-21,17:00:00,20:30:00,Back,Dinner,3.50,
353,5,2023-12-22,10:30:00,14:30:00,Back,Lunch,4.00,
354,5,2023-12-22,17:00:00,21:15:00,Back,Dinner,4.25,
355,5,2023-12-23,10:30:00,14:30:00,Back,Lunch,4.00,
356,5,2023-12-23,17:00:00,21:15:00,Back,Dinner,4.25,
357,5,2023-12-27,10:00:00,14:30:00,Back,Lunch,4.50,
358,5,2023-12-27,17:00:00,20:45:00,Back,Dinner,3.75,
359,5,2023-12-28,10:30:00,14:45:00,Back,Lunch,4.25,
360,5,2023-12-28,17:00:00,21:15:00,Back,Dinner,4.25,
361,5,2023-12-29,10:30:00,14:45:00,Back,Lunch,4.25,
362,5,2023-12-29,17:00:00,21:00:00,Back,Dinner,4.00,
363,5,2023-12-30,10:30:00,15:00:00,Back,Lunch,4.50,
364,5,2023-12-30,17:00:00,21:15:00,Back,Dinner,4.25,
365,5,2024-01-03,10:00:00,14:30:00,Back,Lunch,4.50,
366,5,2024-01-03,17:00:00,20:45:00,Back,Dinner,3.75,
367,5,2024-01-04,10:00:00,14:45:00,Back,Lunch,4.75,
368,5,2024-01-04,17:00:00,20:30:00,Back,Dinner,3.50,
369,5,2024-01-05,10:30:00,14:30:00,Back,Lunch,4.00,
370,5,2024-01-05,17:00:00,20:45:00,Back,Dinner,3.75,
371,5,2024-01-06,10:30:00,15:00:00,Back,Lunch,4.50,
372,5,2024-01-06,17:00:00,20:30:00,Back,Dinner,3.50,
373,5,2024-01-07,10:30:00,14:45:00,Back,Lunch,4.25,
374,5,2024-01-07,17:00:00,21:00:00,Back,Dinner,4.00,
375,5,2024-01-10,10:00:00,14:00:00,Back,Lunch,4.00,
376,5,2024-01-10,17:00:00,20:15:00,Back,Dinner,3.25,
377,5,2024-01-11,10:30:00,14:00:00,Back,Lunch,3.50,
378,5,2024-01-11,17:00:00,21:00:00,Back,Dinner,4.00,
379,5,2024-01-12,10:30:00,14:00:00,Back,Lunch,3.50,
380,5,2024-01-12,17:00:00,20:45:00,Back,Dinner,3.75,
381,5,2024-01-13,10:30:00,14:45:00,Back,Lunch,4.25,
382,5,2024-01-13,17:00:00,20:45:00,Back,Dinner,3.75,
383,5,2024-01-14,10:30:00,14:00:00,Back,Lunch,3.50,
384,5,2024-01-14,17:00:00,21:15:00,Back,Dinner,4.25,
385,5,2024-01-17,10:00:00,15:00:00,Back,Lunch,5.00,
386,5,2024-01-17,17:00:00,20:15:00,Back,Dinner,3.25,
