employee_id,shift_date,time_in,time_out,work_area,shift_label,decimal_hours,notes
11,10/20/2024,11:00:00 AM,2:30:00 PM,Front,Lunch,3.50,
11,10/27/2024,11:00:00 AM,2:30:00 PM,Front,Lunch,3.50,
11,11/3/2024,11:00:00 AM,2:15:00 PM,Front,Lunch,3.25,
11,11/10/2024,11:00:00 AM,2:15:00 PM,Front,Lunch,3.25,
11,11/17/2024,11:00:00 AM,2:15:00 PM,Front,Lunch,3.25,
11,11/24/2024,11:00:00 AM,2:15:00 PM,Front,Lunch,3.25,
11,12/1/2024,11:00:00 AM,2:15:00 PM,Front,Lunch,3.25,
11,12/15/2024,11:00:00 AM,2:15:00 PM,Front,Lunch,3.25,
11,12/29/2024,11:00:00 AM,2:15:00 PM,Front,Lunch,3.25,
11,1/5/2025,11:00:00 AM,2:30:00 PM,Front,Lunch,3.50,
11,1/12/2025,11:00:00 AM,2:30:00 PM,Front,Lunch,3.50,
11,1/19/2025,11:00:00 AM,2:30:00 PM,Front,Lunch,3.50,
11,1/26/2025,11:00:00 AM,2:30:00 PM,Front,Lunch,3.50,
11,2/2/2025,11:00:00 AM,2:30:00 PM,Front,Lunch,3.50,
11,2/9/2025,11:00:00 AM,2:30:00 PM,Front,Lunch,3.50,
11,2/16/2025,11:00:00 AM,2:30:00 PM,Front,Lunch,3.50,
11,2/23/2025,11:00:00 AM,2:15:00 PM,Front,Lunch,3.25,
11,3/2/2025,11:00:00 AM,2:30:00 PM,Front,Lunch,3.50,
11,3/9/2025,11:00:00 AM,2:30:00 PM,Front,Lunch,3.50,
11,3/16/2025,11:00:00 AM,2:30:00 PM,Front,Lunch,3.50,
11,3/23/2025,11:00:00 AM,2:30:00 PM,Front,Lunch,3.50,
11,3/30/2025,11:00:00 AM,2:30:00 PM,Front,Lunch,3.50,
11,4/6/2025,11:00:00 AM,3:00:00 PM,Front,Lunch,4.00,
11,4/13/2025,11:00:00 AM,3:00:00 PM,Front,Lunch,4.00,
11,4/20/2025,11:00:00 AM,2:15:00 PM,Front,Lunch,3.25,
5,7/1/2023,10:30:00 AM,3:00:00 PM,Back,Lunch,4.50,
5,7/1/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,7/2/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,7/2/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,7/5/2023,10:00:00 AM,2:30:00 PM,Back,Lunch,4.50,
5,7/5/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,7/6/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,7/6/2023,5:00:00 PM,9:30:00 PM,Back,Dinner,4.50,
5,7/7/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,7/7/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,7/8/2023,10:30:00 AM,3:00:00 PM,Back,Lunch,4.50,
5,7/8/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,7/9/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,7/9/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,7/12/2023,10:00:00 AM,2:30:00 PM,Back,Lunch,4.50,
5,7/12/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,7/13/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,7/13/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,7/14/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,7/14/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,7/15/2023,10:30:00 AM,3:00:00 PM,Back,Lunch,4.50,
5,7/15/2023,5:00:00 PM,9:30:00 PM,Back,Dinner,4.50,
5,7/16/2023,10:30:00 AM,3:00:00 PM,Back,Lunch,4.50,
5,7/16/2023,5:00:00 PM,9:30:00 PM,Back,Dinner,4.50,
5,7/19/2023,10:00:00 AM,2:30:00 PM,Back,Lunch,4.50,
5,7/19/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,7/20/2023,10:30:00 AM,3:00:00 PM,Back,Lunch,4.50,
5,7/20/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,7/21/2023,10:30:00 AM,3:00:00 PM,Back,Lunch,4.50,
5,7/21/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,7/22/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,7/22/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,7/23/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,7/23/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,7/26/2023,10:00:00 AM,2:30:00 PM,Back,Lunch,4.50,
5,7/26/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,7/27/2023,10:30:00 AM,3:00:00 PM,Back,Lunch,4.50,
5,7/27/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,7/28/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,7/28/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,7/29/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,7/29/2023,5:00:00 PM,8:00:00 PM,Back,Dinner,3.00,
5,7/30/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,7/30/2023,5:00:00 PM,8:00:00 PM,Back,Dinner,3.00,
5,8/2/2023,10:00:00 AM,2:30:00 PM,Back,Lunch,4.50,
5,8/2/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,8/3/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,8/3/2023,5:00:00 PM,8:15:00 PM,Back,Dinner,3.25,
5,8/4/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,8/4/2023,5:00:00 PM,8:00:00 PM,Back,Dinner,3.00,
5,8/5/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,8/5/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,8/6/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,8/6/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,8/9/2023,10:00:00 AM,2:30:00 PM,Back,Lunch,4.50,
5,8/9/2023,5:00:00 PM,8:15:00 PM,Back,Dinner,3.25,
5,8/10/2023,10:30:00 AM,2:45:00 PM,Back,Lunch,4.25,
5,8/10/2023,5:00:00 PM,8:00:00 PM,Back,Dinner,3.00,
5,8/11/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,8/11/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,8/12/2023,10:30:00 AM,3:00:00 PM,Back,Lunch,4.50,
5,8/12/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,8/13/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,8/13/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,8/16/2023,10:00:00 AM,2:30:00 PM,Back,Lunch,4.50,
5,8/16/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,8/17/2023,10:30:00 AM,2:00:00 PM,Back,Lunch,3.50,
5,8/17/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,8/18/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,8/18/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,8/19/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,8/19/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,8/20/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,8/20/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,8/23/2023,10:00:00 AM,2:15:00 PM,Back,Lunch,4.25,
5,8/23/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,8/24/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,8/24/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,8/25/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,8/25/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,8/26/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,8/26/2023,5:00:00 PM,9:30:00 PM,Back,Dinner,4.50,
5,8/27/2023,10:30:00 AM,3:00:00 PM,Back,Lunch,4.50,
5,8/27/2023,4:30:00 PM,9:00:00 PM,Back,Break,4.50,
5,8/30/2023,10:00:00 AM,2:30:00 PM,Back,Lunch,4.50,
5,8/30/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,8/31/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,8/31/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,9/1/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,9/1/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,9/2/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,9/2/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,9/3/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,9/3/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,9/6/2023,10:00:00 AM,2:30:00 PM,Back,Lunch,4.50,
5,9/6/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,9/7/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,9/7/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,9/8/2023,10:30:00 AM,2:15:00 PM,Back,Lunch,3.75,
5,9/8/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,9/9/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,9/9/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,9/10/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,9/10/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,9/13/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,9/13/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,9/14/2023,10:30:00 AM,2:00:00 PM,Back,Lunch,3.50,
5,9/14/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,9/15/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,9/15/2023,5:00:00 PM,9:30:00 PM,Back,Dinner,4.50,
5,9/20/2023,10:00:00 AM,2:15:00 PM,Back,Lunch,4.25,
5,9/20/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,9/21/2023,10:30:00 AM,2:45:00 PM,Back,Lunch,4.25,
5,9/21/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,9/22/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,9/22/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,9/23/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,9/23/2023,5:45:00 PM,8:45:00 PM,Back,Dinner,3.00,
5,9/24/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,9/24/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,9/27/2023,10:00:00 AM,2:30:00 PM,Back,Lunch,4.50,
5,9/27/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,9/28/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,9/28/2023,5:30:00 PM,8:30:00 PM,Back,Dinner,3.00,
5,9/29/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,9/29/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,9/30/2023,10:30:00 AM,2:45:00 PM,Back,Lunch,4.25,
5,9/30/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,10/1/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,10/1/2023,5:45:00 PM,8:45:00 PM,Back,Dinner,3.00,
5,10/4/2023,10:00:00 AM,2:30:00 PM,Back,Lunch,4.50,
5,10/4/2023,5:30:00 PM,8:30:00 PM,Back,Dinner,3.00,
5,10/5/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,10/5/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,10/6/2023,10:30:00 AM,2:00:00 PM,Back,Lunch,3.50,
5,10/6/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,10/7/2023,10:30:00 AM,2:15:00 PM,Back,Lunch,3.75,
5,10/7/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,10/8/2023,10:30:00 AM,2:45:00 PM,Back,Lunch,4.25,
5,10/8/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,10/11/2023,10:00:00 AM,2:30:00 PM,Back,Lunch,4.50,
5,10/11/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,10/12/2023,10:30:00 AM,3:00:00 PM,Back,Lunch,4.50,
5,10/12/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,10/13/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,10/13/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,10/14/2023,10:30:00 AM,2:45:00 PM,Back,Lunch,4.25,
5,10/14/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,10/15/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,10/15/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,10/18/2023,10:00:00 AM,2:30:00 PM,Back,Lunch,4.50,
5,10/18/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,10/19/2023,10:30:00 AM,3:00:00 PM,Back,Lunch,4.50,
5,10/19/2023,5:00:00 PM,9:30:00 PM,Back,Dinner,4.50,
5,10/20/2023,10:30:00 AM,2:45:00 PM,Back,Lunch,4.25,
5,10/20/2023,4:30:00 PM,9:00:00 PM,Back,Break,4.50,
5,10/21/2023,10:30:00 AM,3:00:00 PM,Back,Lunch,4.50,
5,10/21/2023,5:00:00 PM,9:15:00 PM,Back,Dinner,4.25,
5,10/22/2023,10:30:00 AM,2:45:00 PM,Back,Lunch,4.25,
5,10/22/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,10/25/2023,10:00:00 AM,2:15:00 PM,Back,Lunch,4.25,
5,10/25/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,10/26/2023,10:30:00 AM,2:15:00 PM,Back,Lunch,3.75,
5,10/26/2023,5:00:00 PM,8:15:00 PM,Back,Dinner,3.25,
5,10/27/2023,10:30:00 AM,2:15:00 PM,Back,Lunch,3.75,
5,10/28/2023,10:30:00 AM,3:00:00 PM,Back,Lunch,4.50,
5,10/28/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,10/29/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,10/29/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,11/1/2023,10:00:00 AM,2:00:00 PM,Back,Lunch,4.00,
5,11/1/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,11/2/2023,10:30:00 AM,2:45:00 PM,Back,Lunch,4.25,
5,11/2/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,11/3/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,11/3/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,11/4/2023,10:30:00 AM,2:45:00 PM,Back,Lunch,4.25,
5,11/4/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,11/5/2023,10:30:00 AM,2:45:00 PM,Back,Lunch,4.25,
5,11/5/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,11/8/2023,10:00:00 AM,2:15:00 PM,Back,Lunch,4.25,
5,11/8/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,11/9/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,11/9/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,11/10/2023,10:30:00 AM,2:15:00 PM,Back,Lunch,3.75,
5,11/10/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,11/11/2023,10:30:00 AM,2:15:00 PM,Back,Lunch,3.75,
5,11/11/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,11/12/2023,10:30:00 AM,2:15:00 PM,Back,Lunch,3.75,
5,11/12/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,11/15/2023,10:00:00 AM,3:00:00 PM,Back,Lunch,5.00,
5,11/15/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,11/16/2023,10:30:00 AM,2:45:00 PM,Back,Lunch,4.25,
5,11/16/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,11/17/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,11/17/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,11/18/2023,10:30:00 AM,3:15:00 PM,Back,Lunch,4.75,
5,11/18/2023,5:00:00 PM,9:30:00 PM,Back,Dinner,4.50,
5,11/19/2023,10:30:00 AM,2:15:00 PM,Back,Lunch,3.75,
5,11/19/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,11/20/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,11/22/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,11/22/2023,5:30:00 PM,9:00:00 PM,Back,Dinner,3.50,
5,11/24/2023,10:00:00 AM,2:45:00 PM,Back,Lunch,4.75,
5,11/24/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,11/25/2023,10:30:00 AM,2:45:00 PM,Back,Lunch,4.25,
5,11/25/2023,5:00:00 PM,9:30:00 PM,Back,Dinner,4.50,
5,11/26/2023,10:30:00 AM,2:15:00 PM,Back,Lunch,3.75,
5,11/26/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,11/29/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,11/29/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,11/30/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,11/30/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,12/1/2023,10:30:00 AM,2:15:00 PM,Back,Lunch,3.75,
5,12/1/2023,5:00:00 PM,9:30:00 PM,Back,Dinner,4.50,
5,12/2/2023,10:30:00 AM,3:45:00 PM,Back,Lunch,5.25,
5,12/2/2023,5:00:00 PM,9:15:00 PM,Back,Dinner,4.25,
5,12/3/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,12/3/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,12/6/2023,10:00:00 AM,2:45:00 PM,Back,Lunch,4.75,
5,12/6/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,12/7/2023,10:00:00 AM,2:30:00 PM,Back,Lunch,4.50,
5,12/7/2023,5:00:00 PM,9:15:00 PM,Back,Dinner,4.25,
5,12/8/2023,10:30:00 AM,2:45:00 PM,Back,Lunch,4.25,
5,12/8/2023,5:00:00 PM,9:00:00 PM,Back,Dinner,4.00,
5,12/9/2023,10:30:00 AM,2:45:00 PM,Back,Lunch,4.25,
5,12/9/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,12/10/2023,10:30:00 AM,2:45:00 PM,Back,Lunch,4.25,
5,12/10/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,12/13/2023,10:00:00 AM,2:30:00 PM,Back,Lunch,4.50,
5,12/13/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,12/14/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,12/14/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,12/15/2023,10:30:00 AM,2:15:00 PM,Back,Lunch,3.75,
5,12/15/2023,5:00:00 PM,8:30:00 PM,Back,Dinner,3.50,
5,12/16/2023,10:30:00 AM,2:30:00 PM,Back,Lunch,4.00,
5,12/16/2023,5:00:00 PM,8:45:00 PM,Back,Dinner,3.75,
5,12/17/2023,10:30:00 AM,2:45:00 PM,Back,Lunch,4.25,
5,12/17/2023,5:00:00 PM,9:15:00 PM,Back,Dinner,4.25,
